case_id,category,expected,detected,status,error_types,evidence_path,notes
"trigonometry-003","TRIGONOMETRY","tan(45deg)","\tan(450) \times","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/trigonometry-003.png",""
"trigonometry-009","TRIGONOMETRY","asin(1/2)=30deg","0.5 \sin(1/2)=30.069","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/trigonometry-009.png",""
"trigonometry-010","TRIGONOMETRY","theta=pi/4","+ne+o=pi/4","WRONG_SYMBOL","LETTER_CONFUSION","failures/trigonometry-010.png",""
"trigonometry-011","TRIGONOMETRY","A+B+C=180deg","+c=180 \alpha","WRONG_SYMBOL","LETTER_CONFUSION","failures/trigonometry-011.png",""
"trigonometry-017","TRIGONOMETRY","tan(x+pi)=tan(x)","tonixtois=\tan(x)","WRONG_SYMBOL","LETTER_CONFUSION","failures/trigonometry-017.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"trigonometry-018","TRIGONOMETRY","sin(x+pi/2)=cos(x)","Sans","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|FRACTION_MISREAD|STROKE_ORDER_SENSITIVE|LOW_CONFIDENCE","failures/trigonometry-018.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"trigonometry-022","TRIGONOMETRY","tan(a+b)=(tan(a)+tan(b))/(1-tan(a)tan(b))","\tan(a+b)=( \tan(a)+ \tan(b)) \div(1- \tan(a) \tan(b))","WRONG_LAYOUT","LETTER_CONFUSION|FRACTION_MISREAD|LOCATION_SENSITIVE","failures/trigonometry-022.png",""
"trigonometry-025","TRIGONOMETRY","sin(3x)=3sin(x)-4sin^3(x)","S \cap(3X)=3S \cap(X)=4S \cap(X)","WRONG_LAYOUT","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED","failures/trigonometry-025.png",""
"trigonometry-027","TRIGONOMETRY","arctan(1)=pi/4","arc+an(1)=p_{i}/4","PARTIAL","LETTER_CONFUSION","failures/trigonometry-027.png",""
"trigonometry-029","TRIGONOMETRY","csc^2(x)=1+cot^2(x)","(Sc(x)=1+CO+2(X)","WRONG_LAYOUT","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|LOW_CONFIDENCE","failures/trigonometry-029.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"trigonometry-030","TRIGONOMETRY","1+tan^2(x)=sec^2(x)","1+0\cap^{2}(X)=sec^{2}(X)","PARTIAL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/trigonometry-030.png",""
"trigonometry-033","TRIGONOMETRY","theta_1+theta_2","+ \!ne+o_2","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/trigonometry-033.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"trigonometry-034","TRIGONOMETRY","alpha+beta=gamma","","TIMEOUT","TIMEOUT","failures/trigonometry-034.png",""
"trigonometry-035","TRIGONOMETRY","sin^2 theta","sin^?theta","PARTIAL","DIGIT_CONFUSION","failures/trigonometry-035.png",""
"trigonometry-036","TRIGONOMETRY","sin -1 x","\sin \theta","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/trigonometry-036.png",""
"trigonometry-037","TRIGONOMETRY","2sinxcosx",".25","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/trigonometry-037.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"trigonometry-039","TRIGONOMETRY","sin(x)+\ncos(x)","sin(X)+;cos(X)","PARTIAL","","failures/trigonometry-039.png","Recognized as 2 spatially separate equation lines."
"calculus-001","CALCULUS","lim_{x->0} sin(x)/x=1","lim_(x-s)osin(x)/x=1","PARTIAL","DIGIT_CONFUSION|LETTER_CONFUSION|FRACTION_MISREAD","failures/calculus-001.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-002","CALCULUS","dy/dx","\frac{ \mathrm{d}Y}{ \mathrm{d}X}","WRONG_SYMBOL","LETTER_CONFUSION","failures/calculus-002.png",""
"calculus-004","CALCULUS","partial(z)/partial(x)","Portiacalipertially)","WRONG_STRUCTURE","LETTER_CONFUSION|FRACTION_MISREAD|LOW_CONFIDENCE","failures/calculus-004.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-005","CALCULUS","f'(x)","f(X)","PARTIAL","","failures/calculus-005.png",""
"calculus-007","CALCULUS","int_0^1 x^2 dx","in+o^{1}x^{2}dx","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUBSCRIPT_MISSED","failures/calculus-007.png",""
"calculus-008","CALCULUS","int int_R f(x,y)dA","in+r(X,Y)d","WRONG_STRUCTURE","LETTER_CONFUSION|SUBSCRIPT_MISSED","failures/calculus-008.png",""
"calculus-010","CALCULUS","sum_{i=1}^n i","SIMU","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|LOCATION_SENSITIVE|STROKE_ORDER_SENSITIVE|LOW_CONFIDENCE","failures/calculus-010.png","Image pass unavailable; result uses digital ink and parser evidence.; Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-011","CALCULUS","prod_{i=1}^n a_i","prodi_(zt)^""01","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION|LOW_CONFIDENCE","failures/calculus-011.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-012","CALCULUS","nabla dot F","nable dot","PARTIAL","LETTER_CONFUSION","failures/calculus-012.png",""
"calculus-013","CALCULUS","nabla cross F","nable cross","PARTIAL","LETTER_CONFUSION","failures/calculus-013.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-014","CALCULUS","lim_{n->infinity}(1+1/n)^n=e","lima-infinity(1+1/1)=e","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|FRACTION_MISREAD|LOW_CONFIDENCE","failures/calculus-014.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-015","CALCULUS","d/dx(x^n)=nx^{n-1}","d( \mathrm{d}X \times X^n)=nX^{n-1}","WRONG_LAYOUT","LETTER_CONFUSION|FRACTION_MISREAD|OVERWRITING_ERROR","failures/calculus-015.png",""
"calculus-018","CALCULUS","int cos(x)dx=sin(x)+C","i\cap i\cap s(X)aX=S|n(X)+c","WRONG_SYMBOL","LETTER_CONFUSION|STROKE_ORDER_SENSITIVE","failures/calculus-018.png",""
"calculus-019","CALCULUS","int e^x dx=e^x+C","i \cap+e^{x}dx=e^{x}+c","WRONG_SYMBOL","LETTER_CONFUSION","failures/calculus-019.png",""
"calculus-020","CALCULUS","int 1/x dx=ln","i\cap+1/xdx=in","WRONG_SYMBOL","LETTER_CONFUSION|FRACTION_MISREAD","failures/calculus-020.png",""
"calculus-021","CALCULUS","partial^2 f/partial x partial y","portiontiportiox partialy","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|FRACTION_MISREAD|LOCATION_SENSITIVE","failures/calculus-021.png",""
"calculus-022","CALCULUS","f''(x)+f(x)=0","f(X)+f(X)=0","PARTIAL","","failures/calculus-022.png",""
"calculus-023","CALCULUS","y'=xy","Y=XY","PARTIAL","","failures/calculus-023.png",""
"calculus-024","CALCULUS","int_a^b f(x)dx","inted f(x)ax","WRONG_STRUCTURE","LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|LOW_CONFIDENCE","failures/calculus-024.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-025","CALCULUS","sum_{k=0}^{infinity}x^k","sumk=o infinityyk","WRONG_LAYOUT","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED","failures/calculus-025.png",""
"calculus-026","CALCULUS","sum_{n=1}^{infinity}1/n^2","sum_{n=1}^{n_{n}+i_{n+1}+i_{n}}1/n^{2}","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION","failures/calculus-026.png",""
"calculus-027","CALCULUS","d/dt(r(t))","a/arcr(t))","WRONG_SYMBOL","LETTER_CONFUSION|LOW_CONFIDENCE","failures/calculus-027.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-029","CALCULUS","nabla^2 phi=0","2nabl^aphi=0","PARTIAL","LOW_CONFIDENCE","failures/calculus-029.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-030","CALCULUS","oint_C F dot dr","ointedotar","WRONG_LAYOUT","LETTER_CONFUSION|SUBSCRIPT_MISSED","failures/calculus-030.png",""
"calculus-031","CALCULUS","int int int_V rho dV","0","WRONG_STRUCTURE","LETTER_CONFUSION|SUBSCRIPT_MISSED|CROWDING_SENSITIVE","failures/calculus-031.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-032","CALCULUS","d^3y/dx^3","a^{3}Y/aX^{3}","PARTIAL","LETTER_CONFUSION","failures/calculus-032.png",""
"calculus-033","CALCULUS","lim_{x->a}(f(x)-f(a))/(x-a)","limx-sects-fla))/(x-a","WRONG_STRUCTURE","LETTER_CONFUSION|SUBSCRIPT_MISSED|FRACTION_MISREAD|LOCATION_SENSITIVE|OVERWRITING_ERROR|LOW_CONFIDENCE","failures/calculus-033.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-034","CALCULUS","int_0^{pi} sin(x)dx=2","as","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|STROKE_ORDER_SENSITIVE|LOW_CONFIDENCE","failures/calculus-034.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-035","CALCULUS","sum_{i=1}^{n}i^2=n(n+1)(2n+1)/6","\sin_(z^n)^2=n(n+1)(2n+1)/6","PARTIAL","DIGIT_CONFUSION|LETTER_CONFUSION|FRACTION_MISREAD","failures/calculus-035.png",""
"calculus-036","CALCULUS","prod_{k=1}^{n}k=n!","prock=2kam!","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|SUPERSCRIPT_MISSED|SUBSCRIPT_MISSED|LOW_CONFIDENCE","failures/calculus-036.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-037","CALCULUS","int x dx","int","WRONG_SYMBOL","LETTER_CONFUSION","failures/calculus-037.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-038","CALCULUS","f .(x)","f_.(X)","PARTIAL","","failures/calculus-038.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"calculus-039","CALCULUS","int_0^1\nx^2 dx","into^{1};x^2dx","WRONG_LAYOUT","DIGIT_CONFUSION|LETTER_CONFUSION|SUBSCRIPT_MISSED","failures/calculus-039.png","Recognized as 2 spatially separate equation lines."
"calculus-040","CALCULUS","d y / d x","a\times","WRONG_STRUCTURE","LETTER_CONFUSION|FRACTION_MISREAD|LOW_CONFIDENCE","failures/calculus-040.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-001","MATRICES_VECTORS","[1,2]","[1,2]","WRONG_STRUCTURE","MATRIX_ROW_ERROR","failures/matrices_vectors-001.png",""
"matrices_vectors-002","MATRICES_VECTORS","[[1],[2],[3]]","a","WRONG_STRUCTURE","DIGIT_CONFUSION|MATRIX_ROW_ERROR|STROKE_ORDER_SENSITIVE|LOW_CONFIDENCE","failures/matrices_vectors-002.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-003","MATRICES_VECTORS","A=[[1,2],[3,4]]","=[[1,2],[3,4]]","PARTIAL","LETTER_CONFUSION|LOW_CONFIDENCE","failures/matrices_vectors-003.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-004","MATRICES_VECTORS","[[1,2,3],[4,5,6]]","[(1,2,33.64,5,6]]","WRONG_STRUCTURE","DIGIT_CONFUSION|MATRIX_ROW_ERROR|LOW_CONFIDENCE","failures/matrices_vectors-004.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-005","MATRICES_VECTORS","det([[1,2],[3,4]])","det([[1,2],[3,4]])","PARTIAL","MATRIX_ROW_ERROR","failures/matrices_vectors-005.png",""
"matrices_vectors-006","MATRICES_VECTORS","AX=B","","TIMEOUT","TIMEOUT","failures/matrices_vectors-006.png",""
"matrices_vectors-007","MATRICES_VECTORS","A^{-1}","-1","WRONG_STRUCTURE","LETTER_CONFUSION|SUPERSCRIPT_MISSED|MATRIX_ROW_ERROR","failures/matrices_vectors-007.png",""
"matrices_vectors-008","MATRICES_VECTORS","A^T","","MANUAL_REVIEW_REQUIRED","","failures/matrices_vectors-008.png","The automated stroke alphabet cannot represent this case faithfully; execute in manual Mode B."
"matrices_vectors-009","MATRICES_VECTORS","I_3","3","WRONG_STRUCTURE","LETTER_CONFUSION|SUBSCRIPT_MISSED|MATRIX_ROW_ERROR","failures/matrices_vectors-009.png",""
"matrices_vectors-010","MATRICES_VECTORS","u dot v","u \phi ot","WRONG_SYMBOL","LETTER_CONFUSION","failures/matrices_vectors-010.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-011","MATRICES_VECTORS","u cross v","u cross","PARTIAL","LETTER_CONFUSION","failures/matrices_vectors-011.png",""
"matrices_vectors-012","MATRICES_VECTORS","v=3i+4j","=3i+4j","PARTIAL","LETTER_CONFUSION","failures/matrices_vectors-012.png",""
"matrices_vectors-013","MATRICES_VECTORS","[[-1,2],[3,-4]]","[(-1,2],[3,-4]]","WRONG_STRUCTURE","MATRIX_ROW_ERROR|CROWDING_SENSITIVE|LOW_CONFIDENCE","failures/matrices_vectors-013.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-016","MATRICES_VECTORS","[[1,0],[0,1]]","[[1.0],[0,1]]","PARTIAL","LOW_CONFIDENCE","failures/matrices_vectors-016.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-017","MATRICES_VECTORS","[[a,b,c]]","[CO,D,C]]","WRONG_STRUCTURE","LETTER_CONFUSION|MATRIX_ROW_ERROR|LOW_CONFIDENCE","failures/matrices_vectors-017.png","Image pass unavailable; result uses digital ink and parser evidence.; Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-018","MATRICES_VECTORS","[[x],[y]]=[[2],[3]]","200","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|MATRIX_ROW_ERROR|STROKE_ORDER_SENSITIVE|LOW_CONFIDENCE","failures/matrices_vectors-018.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-019","MATRICES_VECTORS","[[1,2],[3,4]]*[[x],[y]]=[[5],[11]]","1(1.23.13.47x22x1.1433=2157.11133","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|MATRIX_ROW_ERROR|LOW_CONFIDENCE","failures/matrices_vectors-019.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-020","MATRICES_VECTORS","[[1,2],[3,4]]+[[5,6],[7,8]]","c(1.23.13.477+115.63.17.0]]","WRONG_STRUCTURE","DIGIT_CONFUSION|MATRIX_ROW_ERROR|LOW_CONFIDENCE","failures/matrices_vectors-020.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-021","MATRICES_VECTORS","[[1,2],[3,4]]^2","[[1,2],[3,4]]^{2}","PARTIAL","MATRIX_ROW_ERROR","failures/matrices_vectors-021.png",""
"matrices_vectors-022","MATRICES_VECTORS","det([[x,2],[3,1]])=5","dercccx_.23_.13_.1377=5","WRONG_STRUCTURE","DIGIT_CONFUSION|LETTER_CONFUSION|MATRIX_ROW_ERROR","failures/matrices_vectors-022.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-023","MATRICES_VECTORS","[[x,1,-1],[2,x,0],[1,-2,x]]=I","","TIMEOUT","TIMEOUT","failures/matrices_vectors-023.png",""
"matrices_vectors-024","MATRICES_VECTORS","A^T A=I","\sum","WRONG_STRUCTURE","LETTER_CONFUSION|SUPERSCRIPT_MISSED|MATRIX_ROW_ERROR","failures/matrices_vectors-024.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-025","MATRICES_VECTORS","tr(A)=a+d","","TIMEOUT","TIMEOUT","failures/matrices_vectors-025.png",""
"matrices_vectors-026","MATRICES_VECTORS","rank(A)=2","rank()=2","PARTIAL","LETTER_CONFUSION","failures/matrices_vectors-026.png",""
"matrices_vectors-027","MATRICES_VECTORS","A_ij","ij","WRONG_STRUCTURE","LETTER_CONFUSION|SUBSCRIPT_MISSED|MATRIX_ROW_ERROR","failures/matrices_vectors-027.png",""
"matrices_vectors-028","MATRICES_VECTORS","v_i=e_ijk a_j b_k","i=e_{ijk}a_{j}b_{k}","PARTIAL","LETTER_CONFUSION","failures/matrices_vectors-028.png",""
"matrices_vectors-029","MATRICES_VECTORS","","","MANUAL_REVIEW_REQUIRED","","failures/matrices_vectors-029.png","The automated stroke alphabet cannot represent this case faithfully; execute in manual Mode B."
"matrices_vectors-030","MATRICES_VECTORS","hat(i) cross hat(j)=hat(k)","ha+(i)c \cap 0.5Sha+(j)=ha+(k)","WRONG_SYMBOL","LETTER_CONFUSION","failures/matrices_vectors-030.png",""
"matrices_vectors-031","MATRICES_VECTORS","[1;2;3] dot [4;5;6]","11;2;3300+24;5;6]","WRONG_SYMBOL","DIGIT_CONFUSION|LETTER_CONFUSION|LOW_CONFIDENCE","failures/matrices_vectors-031.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-032","MATRICES_VECTORS","[[cos(t),-sin(t)],[sin(t),cos(t)]]","[[ \theta S(t),- \sin(t)],[ \sin(t), \cos(t)]]","PARTIAL","LETTER_CONFUSION","failures/matrices_vectors-032.png",""
"matrices_vectors-033","MATRICES_VECTORS","[[a,0,0],[0,b,0],[0,0,c]]","","TIMEOUT","TIMEOUT","failures/matrices_vectors-033.png",""
"matrices_vectors-035","MATRICES_VECTORS","","","MANUAL_REVIEW_REQUIRED","","failures/matrices_vectors-035.png","The automated stroke alphabet cannot represent this case faithfully; execute in manual Mode B."
"matrices_vectors-036","MATRICES_VECTORS","[ 1  2 ; 3  4 ]","[1,2],2","WRONG_STRUCTURE","DIGIT_CONFUSION|MATRIX_ROW_ERROR","failures/matrices_vectors-036.png","Low-confidence interpretation; choose an alternative or edit before insertion."
"matrices_vectors-038","MATRICES_VECTORS","[[1,2],[3,4]","[[1,2],[3,4]]","PARTIAL","","failures/matrices_vectors-038.png",""
"matrices_vectors-039","MATRICES_VECTORS","A -1","-1","WRONG_SYMBOL","LETTER_CONFUSION","failures/matrices_vectors-039.png",""
"matrices_vectors-040","MATRICES_VECTORS","[[2,1],[3,4]]\n[[x],[y]]\n[[5],[11]]","","TIMEOUT","TIMEOUT","failures/matrices_vectors-040.png",""
"graphs-004","GRAPHS","x=2","","NOT_DETECTED","GRAPH_NOT_DETECTED","failures/graphs-004.png","fit_error=null; candidates=null"
"graphs-006","GRAPHS","y=x^2","y=5.414*sin(0.675*x-1.19)-0.288","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-006.png","fit_error=0.05409136627087243; candidates=sine wave, quadratic / parabola, line"
"graphs-007","GRAPHS","y=-x^2+4","y=3.064*sin(0.75*x-1.569)+2.773","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-007.png","fit_error=0.014937878683873992; candidates=sine wave, quadratic / parabola, line, exponential"
"graphs-008","GRAPHS","y=(x-2)^2-1","y=4.449*sin(0.6*x-1.571)+3.092","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-008.png","fit_error=0.011983760270870978; candidates=sine wave, quadratic / parabola, line"
"graphs-009","GRAPHS","y=x^3","y=1.867*x+0","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-009.png","fit_error=0.08160445683753291; candidates=line, quadratic / parabola, sine wave"
"graphs-010","GRAPHS","y=abs(x)","y=1.564*sin(0.675*x-1.571)+1.974","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-010.png","fit_error=0.01111314301491147; candidates=sine wave, quadratic / parabola, line, exponential"
"graphs-011","GRAPHS","x^2+y^2=9","y=0*x0","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-011.png","fit_error=1.0; candidates=line, quadratic / parabola, sine wave"
"graphs-012","GRAPHS","x^2/9+y^2/4=1","y=0*x0","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-012.png","fit_error=0.9999999999999996; candidates=line, quadratic / parabola, sine wave"
"graphs-013","GRAPHS","x^2/9-y^2/4=1","y=-0.386*x^2-2.431*x-4.148","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-013.png","fit_error=0.1133524029185023; candidates=quadratic / parabola, sine wave, line"
"graphs-014","GRAPHS","y=e^x","y=0.13*x^2+0.745*x+1.273","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-014.png","fit_error=0.013547343598999827; candidates=quadratic / parabola, sine wave, exponential, line"
"graphs-015","GRAPHS","y=log(x)","y=-0.217*x^2+1.67*x-2.034","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-015.png","fit_error=0.022855325554930302; candidates=quadratic / parabola, sine wave, line"
"graphs-019","GRAPHS","y={-x,x<0;x,x>=0}","y=0.857*x+0","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-019.png","fit_error=2.0453535913341255E-13; candidates=line, quadratic / parabola, sine wave"
"graphs-020","GRAPHS","y=floor(x)","y=0.01*x^2+0.833*x-0.634","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-020.png","fit_error=0.02700928779097131; candidates=quadratic / parabola, line, sine wave"
"graphs-021","GRAPHS","scatter:(-2,1),(0,3),(2,2)","y=0.857*x+0","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-021.png","fit_error=3.1030737405853235E-14; candidates=line, quadratic / parabola, sine wave"
"graphs-022","GRAPHS","y>=x","y=0.857*x+0","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-022.png","fit_error=7.295045823116954E-14; candidates=line, quadratic / parabola, sine wave"
"graphs-023","GRAPHS","y=1/x","y=-0.145*x^2-0.756*x+4.1","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-023.png","fit_error=0.05368305841472894; candidates=quadratic / parabola, sine wave, line"
"graphs-024","GRAPHS","y=1/x^2","y=0.179*x^2+0.928*x-4.071","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-024.png","fit_error=0.023616654842985012; candidates=quadratic / parabola, sine wave, line"
"graphs-025","GRAPHS","y=sqrt(x)","y=-0.037*x^2+0.439*x+0.452","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-025.png","fit_error=0.03415414919785084; candidates=quadratic / parabola, sine wave, line, exponential"
"graphs-026","GRAPHS","y=root_3(x)","y=1.705*sin(0.525*x0)+0","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-026.png","fit_error=0.02922573909028496; candidates=sine wave, line, quadratic / parabola"
"graphs-027","GRAPHS","y=2^x","y=0.13*x^2+0.745*x+1.273","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-027.png","fit_error=0.01354738920613102; candidates=quadratic / parabola, sine wave, exponential, line"
"graphs-028","GRAPHS","y=(1/2)^x","y=0.129*x^2-0.766*x+1.316","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-028.png","fit_error=0.0180241730731778; candidates=quadratic / parabola, sine wave, exponential, line"
"graphs-032","GRAPHS","y=e^{-x^2}","y=0.568*sin(0.975*x+1.571)+0.465","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-032.png","fit_error=0.05493280501927112; candidates=sine wave, quadratic / parabola, line, exponential"
"graphs-033","GRAPHS","y=1/(1+e^{-x})","y=0.153*x+0.6","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-033.png","fit_error=0.017421254590642983; candidates=line, quadratic / parabola, sine wave, exponential"
"graphs-034","GRAPHS","y=sign(x)","y=1.461*sin(0.6*x0)+0","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-034.png","fit_error=0.12743133136960647; candidates=sine wave, line, quadratic / parabola"
"graphs-035","GRAPHS","y=cosh(x)","y=0.092*x^20*x+1.167","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-035.png","fit_error=0.0027505938298559417; candidates=quadratic / parabola, sine wave, line, exponential"
"graphs-036","GRAPHS","r=2+2cos(theta)","y=0.003*sin(3.75*x-0.129)+0.003","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-036.png","fit_error=0.9999990409255812; candidates=sine wave, line, quadratic / parabola"
"graphs-037","GRAPHS","x=cos(t);y=sin(t)","y=0*x+0","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-037.png","fit_error=0.9999999999999998; candidates=line, quadratic / parabola, sine wave"
"graphs-038","GRAPHS","y=(x^2-1)/(x+1)","y=-0.386*x^2-2.431*x-4.148","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-038.png","fit_error=0.11335209812792657; candidates=quadratic / parabola, sine wave, line"
"graphs-039","GRAPHS","y=ln(x)/x","y=-0.217*x^2+1.67*x-2.034","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-039.png","fit_error=0.022855480205889612; candidates=quadratic / parabola, sine wave, line"
"graphs-040","GRAPHS","axes+grid+y=x^2","y=3.26*sin(0.75*x-1.571)+3.006","WRONG_STRUCTURE","GRAPH_TYPE_WRONG","failures/graphs-040.png","fit_error=0.012838795899189973; candidates=sine wave, quadratic / parabola, line, exponential"
"geometry_diagrams-001","GEOMETRY_DIAGRAMS","point A","SQUARE","WRONG_STRUCTURE","SHAPE_TYPE_WRONG","failures/geometry_diagrams-001.png","SQUARE:0.895"
"geometry_diagrams-002","GEOMETRY_DIAGRAMS","line AB","HORIZONTAL_LINE","WRONG_STRUCTURE","SHAPE_TYPE_WRONG","failures/geometry_diagrams-002.png","HORIZONTAL_LINE:0.900"
"geometry_diagrams-003","GEOMETRY_DIAGRAMS","ray AB","HORIZONTAL_LINE","WRONG_STRUCTURE","SHAPE_TYPE_WRONG","failures/geometry_diagrams-003.png","HORIZONTAL_LINE:0.900"
"geometry_diagrams-004","GEOMETRY_DIAGRAMS","segment AB","HORIZONTAL_LINE","WRONG_STRUCTURE","SHAPE_TYPE_WRONG","failures/geometry_diagrams-004.png","HORIZONTAL_LINE:0.900"
"geometry_diagrams-006","GEOMETRY_DIAGRAMS","perpendicular lines","COORDINATE_AXES","WRONG_STRUCTURE","SHAPE_TYPE_WRONG","failures/geometry_diagrams-006.png","COORDINATE_AXES:0.880, HORIZONTAL_LINE:0.700, DIAGONAL_LINE:0.700"
"geometry_diagrams-007","GEOMETRY_DIAGRAMS","angle ABC","ANGLE","WRONG_LAYOUT","DIAGRAM_LABEL_MISREAD","failures/geometry_diagrams-007.png","ANGLE:0.790, DIAGONAL_LINE:0.700"
"geometry_diagrams-008","GEOMETRY_DIAGRAMS","right angle","SQUARE","WRONG_STRUCTURE","SHAPE_TYPE_WRONG","failures/geometry_diagrams-008.png","SQUARE:0.895"
"geometry_diagrams-009","GEOMETRY_DIAGRAMS","triangle ABC","EQUILATERAL_TRIANGLE","WRONG_STRUCTURE","SHAPE_TYPE_WRONG","failures/geometry_diagrams-009.png","EQUILATERAL_TRIANGLE:0.903"
